Najlepsze,Srednie,Najgorsze
96090.93205412624,69329.51488684936,36226.582288209276
96090.93205412624,74865.0822927956,37916.62097797639
95829.58211052007,77100.14359560047,41451.690810930304
102687.66972263131,79429.3050785888,40993.689116466514
102687.66972263131,81569.64135555421,42337.30791274998
102687.66972263131,82969.5535649815,51029.29234258381
104161.11113824154,85120.97537921979,56014.58939377731
104161.11113824154,86282.94807126468,56417.667626276394
104161.11113824154,88762.62760077677,54493.1071090904
104161.11113824154,90689.60571928722,52479.594767466726
105953.4731849304,92273.5905216865,56994.09500717682
105953.4731849304,94833.13999077005,56911.83870831077
105953.4731849304,99975.40477578597,56994.09500717682
106990.04755694832,104648.09405257754,82881.5792463086
107102.49015237,105615.91415158121,88250.57408713599
107153.35046940326,105963.43401149953,101543.38391591402
107628.84322206944,105986.39986097683,102058.6840939309
107628.84322206944,106135.73466785473,92352.15953564708
108140.5944968646,106476.01505664513,95204.50199051284
109344.37014766672,107067.81681569073,99664.4108455455
110298.30865979973,107781.57937628379,102890.12604364037
110298.30865979973,108292.09985590242,99729.71866086866
110772.35483077419,108743.77701387576,103182.0904342813
110804.11560155562,109040.25751597721,98148.57185403106
112119.32398214171,109696.81721897764,102672.70345177356
112119.32398214171,110432.64102045626,103234.46104193095
112151.08475292314,110784.52991600038,97692.1478880753
112151.08475292314,110932.08537951256,98314.11122634112
112151.08475292314,111498.96740580094,105294.57331406292
112679.47278655751,112101.61364215167,103609.41514876974
113182.17012674885,112146.88503101912,107230.48458779007
113182.17012674885,112176.9752210203,106476.71188995094
113479.2392976566,112339.48213093476,104946.45123722774
113987.02590541527,112556.66346494171,105923.7881247997
114232.37590293607,112772.78271257396,106097.95732570902
114672.32011927676,112985.20956914005,103651.11244646274
115184.23726534355,113293.8400774233,107280.89772161038
115455.13534036654,113601.41136112664,112023.38435172771
115455.13534036654,114002.01344710319,109089.59896619452
115455.13534036654,114172.57358450793,103070.69210674471
115517.08041596742,114480.15299898162,111757.47614399635
117041.90196660289,115227.0009799535,110063.75533062097
117041.90196660289,115379.04022422315,103390.77420598148
117103.84704220376,115398.84778063241,109365.92620787607
117105.38828061428,115379.10506138373,98259.17651525367
118046.37729547327,115807.98691733615,110759.15781308454
118046.37729547327,116425.0425386913,102585.67915955011
118046.37729547327,117013.93691670346,110797.46651980845
118046.37729547327,117128.01349251896,109542.83326878249
118102.40111895447,117375.05832991132,108325.59642748057
118102.40111895447,117926.38110143036,113575.10456450743
118304.1565087793,118044.44712698953,116033.3480516774
118521.68975404679,118041.80018828469,114554.39653949208
118521.68975404679,118060.09051257653,114502.96243939857
118521.68975404679,118088.31525137067,110190.66449624396
118648.39513427051,118180.84818186004,108832.03332408192
118757.57632558499,118255.08269121309,107053.63237407486
118757.57632558499,118337.68270495029,114318.92577242156
119107.46875605389,118463.61847603742,106653.37564681575
118757.57632558499,118602.57978249968,112922.80308872306
119209.4158560336,118667.68529610639,111021.17869723757
118757.57632558499,118712.3535042869,106673.52409173065
118757.57632558499,118733.46944045015,112947.09930369884
118757.57632558499,118729.38313493408,114445.46283768563
118778.16105284618,118746.99995002015,112714.18400527547
118945.47925546762,118735.66691396144,108033.65197496445
120124.08709183222,118742.64492779106,112842.56109629087
120124.08709183222,118729.81866459225,108081.36836943922
120124.08709183222,118764.69289983998,115507.43305924938
120124.08709183222,118790.63967808797,109667.46262435347
120124.08709183222,118694.34950137469,108915.67148206207
120124.08709183222,118868.59828976782,108915.67148206207
120124.08709183222,118308.01724864151,104678.91146772864
120124.08709183222,118289.29360144406,99897.86585816919
120124.08709183222,118839.77612794901,108215.96440218617
120719.0373428427,119615.1295608155,107973.13616661806
120719.0373428427,119981.96717028043,110332.66648803616
120719.0373428427,119995.18095912035,106645.25052135295
120719.0373428427,120048.86283135094,110640.09463029724
120719.0373428427,120126.27869426241,110640.09463029724
120412.4173898336,120317.90249009803,109481.20152448807
120478.75776576414,120405.01453936858,116715.38292153222
120412.4173898336,120374.54667780118,115276.72180113879
120594.02915500343,120398.42755005666,114315.66972904354
120412.4173898336,120354.70672136461,114874.96081606983
120412.4173898336,120380.31475804473,109533.42051712997
120412.4173898336,120371.88397460611,110658.02524262814
120412.4173898336,120400.57302925533,115374.12370995118
120412.4173898336,120388.85231102009,113676.53856794923
120412.4173898336,120383.34446766016,114269.54119566736
120412.4173898336,120371.64931907077,110943.28392763343
120412.4173898336,120396.52648684705,115078.98123950654
120800.68807477216,120395.69491815628,112749.20238901526
121011.21222152651,120392.53024816116,114061.02773765786
121011.21222152651,120369.5600562896,116549.78586569522
120800.68807477216,120297.88525664844,107851.85240082367
120412.4173898336,120243.9612692395,109408.56174504501
120412.4173898336,120395.1143908236,115169.72095598877
120773.58256683027,120395.99321415008,115521.35705767789
120773.58256683027,120342.95819571501,109315.67639884786
