Najlepsze,Srednie,Najgorsze
40822.29235318231,16819.66884616716,-16775.836194353004
40996.908877794966,32691.617883318115,15936.272180468935
40996.908877794966,38245.49961234002,11974.808061562013
41096.34929556347,40483.22259087572,17683.422714267494
41096.34929556347,40127.58637551447,17864.67893304491
41096.34929556347,40175.55975500103,17864.67893304491
41096.34929556347,41078.61832006719,39893.125361523445
41096.34929556347,41085.92485038359,40053.90477757069
41096.34929556347,41096.34929556352,41096.34929556347
41096.34929556347,41076.79189389023,39185.32138197221
41096.34929556347,41068.201703980114,38281.59013722272
41096.34929556347,41089.658250779336,40427.244817145285
41096.34929556347,41088.288874959486,40290.30723515982
41096.34929556347,41096.34929556352,41096.34929556347
41096.34929556347,41096.34929556352,41096.34929556347
41096.34929556347,41079.24052227751,39385.47196696286
41155.57267721302,41096.94152938002,41096.34929556347
41155.57267721302,41086.1852837216,40362.93473821023
41155.57267721302,41123.51014047865,40362.93473821023
42336.39923888634,41165.94890228049,40832.02233520923
43921.37281856708,41387.938143104315,41155.57267721302
45051.18058542479,42348.38098540796,41155.57267721302
45051.18058542479,43629.14283240875,42336.39923888634
45051.18058542479,44893.00749806472,43921.37281856708
45051.18058542479,45041.6003312774,44093.15517068224
45051.18058542479,45051.18058542482,45051.18058542479
45290.28405717238,45038.8470730233,43578.72587352523
45290.28405717238,45075.079288451096,44332.705755332994
45290.28405717238,45252.637738003665,45051.18058542479
45290.28405717238,45290.284057172415,45290.28405717238
45290.28405717238,45290.284057172415,45290.28405717238
45290.28405717238,45269.09354036818,43171.23237674898
45908.905899762496,45296.470275598316,45290.28405717238
45908.905899762496,45345.96002300552,45290.28405717238
45951.74844027487,45682.49133159015,45290.28405717238
45951.74844027487,45912.333303003514,45908.905899762496
45966.06123598017,45936.89667905264,45908.905899762496
46482.928225268326,45932.43845778411,43681.80208722077
46482.928225268326,46018.22466877692,45740.18516047759
46482.928225268326,46283.20752663994,44601.20298751894
46482.928225268326,46482.92822526828,46482.928225268326
46482.928225268326,46482.92822526828,46482.928225268326
46796.729187751065,46467.93643347381,44669.94808333827
46809.1886723699,46503.996185463046,46380.65802274439
46809.1886723699,46651.581289420414,46380.65802274439
46809.1886723699,46789.921899536814,45747.12400034586
46809.1886723699,46794.85159386499,45375.4808218807
46809.1886723699,46791.70285990527,45060.60742590829
46809.1886723699,46768.56698818006,42747.02025338743
46809.1886723699,46807.187349987114,46609.05643409247
46809.1886723699,46738.38126052411,41635.998209441255
46809.1886723699,46781.57270190223,44047.59162560492
46809.1886723699,46804.11235673705,46301.55710908645
46809.1886723699,46809.188672369884,46809.1886723699
46809.1886723699,46801.01732484031,45992.05391941209
46809.1886723699,46803.91947776511,46282.26921189154
46809.1886723699,46801.24835767111,46231.429241956655
46809.1886723699,46607.27595310809,36383.26767663107
46809.1886723699,46809.188672369884,46809.1886723699
46915.32872658403,46758.603715660225,44815.742467080236
47823.15108463034,46830.28678567841,45375.4808218807
47823.15108463034,47087.76652537619,46809.1886723699
48637.01892408135,47792.85972033185,46915.32872658403
48637.01892408135,47903.562119488335,47725.57617591874
48637.01892408135,48474.245356191124,47823.15108463034
48637.01892408135,48637.01892408133,48637.01892408135
48637.01892408135,48637.01892408133,48637.01892408135
48912.53917188856,48639.774126559394,48637.01892408135
48912.53917188856,48670.08135381819,48637.01892408135
48912.53917188856,48837.52040874551,47864.92561976676
48912.53917188856,48912.539171888515,48912.53917188856
48912.53917188856,48912.539171888515,48912.53917188856
49017.08772775027,48913.584657447136,48912.53917188856
49017.08772775027,48826.47773968699,43499.94307482441
49017.08772775027,48790.59961429911,43499.94307482441
49017.08772775027,49014.16415589122,48724.73054184494
49017.08772775027,49017.08772775028,49017.08772775027
49017.08772775027,49017.08772775028,49017.08772775027
49017.08772775027,49005.46462242022,47854.777194745046
49192.09589804509,49015.77653050929,48710.95983335738
49192.09589804509,48968.28091547421,42911.34930807943
49660.74362422463,49116.2786169713,49017.08772775027
49835.75179451945,49257.706579710284,49017.08772775027
49835.75179451945,49577.45579104465,49017.08772775027
49835.75179451945,49818.25097748999,49660.74362422463
51994.6162240833,49845.64377469181,48666.08538219013
51994.6162240833,50052.92857119711,49250.825405732714
51994.6162240833,51287.93372818679,49250.825405732714
51994.6162240833,51994.61622408321,51994.6162240833
51994.6162240833,51994.61622408321,51994.6162240833
51994.6162240833,51962.58766139258,48791.75995501965
51994.6162240833,51993.13760815889,51846.75463165101
51994.6162240833,51988.56065780254,51389.05959601617
51994.6162240833,51994.61622408321,51994.6162240833
51994.6162240833,51994.61622408321,51994.6162240833
51994.6162240833,51994.61622408321,51994.6162240833
52137.27067587307,51996.0427686011,51994.6162240833
52670.43572351503,52033.58466866754,51994.6162240833
52670.43572351503,52222.12068834409,51994.6162240833
52670.43572351503,52582.04017843639,52268.637791339
