Najlepsze,Srednie,Najgorsze
44121.86385307033,18531.246599792652,-45038.6543208872
50631.7193823387,26637.706960229818,-11336.341071142626
54075.31018075908,33154.48867259948,-12225.693872374468
58844.42128636329,42673.61078691173,10135.92311095752
60092.40470735585,49206.9618309053,12088.820404451559
63025.56062714206,50214.11322503275,24719.10072726317
64051.64021146733,59581.35365190762,29832.077683309777
65699.92679537128,63152.837271483564,49819.204691502084
66892.07847920952,63946.659110717934,51531.68472730923
67714.67215769728,65388.47355202432,52342.58140850016
68542.45110182255,66452.43615034614,53437.53031725491
69415.0191515798,67639.45574090416,51729.27789363324
70461.3747976518,68307.95264142739,53999.5602541391
71248.7410844679,69286.14479772285,51363.32841394276
71744.58698964419,69967.46316395054,50845.07025688961
72458.84496562286,70515.39013685293,57700.75941549822
72463.54949518858,70835.83037126111,48597.44232587269
72705.77719902642,69935.4092888374,51376.82440906398
72951.05126961596,70351.47346816295,52919.68050311881
73571.43741384213,71648.49091180117,57858.45002613919
74142.30330005474,72631.02012709831,54013.40893649009
74396.05205480123,72798.53246366682,53804.04506885008
74599.72336715113,73620.54862866284,54716.395757845006
75050.50957121214,73856.21110244453,54986.199261150156
75295.3896629294,73623.8686864311,58734.43067238188
75554.27257143636,72363.35575974111,55846.665994816416
76095.4642082415,72154.84065641719,51974.82755795667
76670.99530232849,75000.34261684034,59303.82622090296
76670.99530232849,75190.51897713123,61600.55449130954
77070.85550343126,73835.55282175993,48477.29524789452
77295.93471117565,75787.79067254087,58342.56987863368
77295.93471117565,75464.06324059257,63600.85104246003
77695.79491227842,75860.08565228063,57344.34070710306
77793.34191598775,75446.57348824276,57245.27214339451
78248.74968879888,76204.16604319958,54273.173805758524
78248.74968879888,77126.26889471934,59443.59271303553
78248.74968879888,76900.30620507986,63798.756653323566
78759.96594759563,77569.22842385402,56468.909941255035
79093.682097095,76349.58227787916,59718.05126716303
79467.26309370113,77512.01965193693,60797.425791446025
79474.99760355521,75646.0484530909,50970.62170755939
79474.99760355521,77948.738888605,56779.855916740904
79567.74048633699,78675.24461954727,54421.82140535998
79740.15712349315,78192.39759508419,57757.65607857845
79740.15712349315,78549.76199986231,66227.16568311088
80099.01036657435,79057.17068695108,63036.856786262906
80099.01036657435,78893.16359653794,62497.436523941826
80309.11889811854,79391.68688454427,67960.1653427866
80309.11889811854,79170.95184764269,58658.270469213974
80372.01412398159,77234.8749788937,62388.00392690279
80582.11283985617,76930.63848104294,57287.470203553865
80582.11283985617,79107.4933306655,60652.38014080641
80657.32470230585,76699.50891493846,60440.55155075714
80712.69893829632,79090.59715538693,63518.778214661994
80712.69893829632,77050.24797307061,61864.830633684316
81168.78366254686,79916.9590337955,59269.52702764918
81192.79480286148,80002.37144347874,56790.28153254401
81192.79480286148,78741.72623378661,61872.64421162567
81192.79480286148,77117.57889726615,53721.38030833762
81310.73192533763,78786.82809232525,64659.365876899064
81310.73192533763,80620.35742053736,59781.158328882295
81754.14372463178,80596.26256347494,61567.786322876724
81754.14372463178,80268.4515696742,66474.18381930882
82298.6799766171,80711.37742132993,59957.153967242826
82344.21678779347,81035.99111617639,63187.75554946019
82409.047824182,81563.50970005435,67040.75437131163
82409.047824182,81676.71290447642,67363.71524096356
82409.047824182,81690.08726667963,58045.227622156184
82627.02059663556,81807.89293783579,67317.06570876288
82628.38403712625,81848.60285939577,67655.93954799032
82650.7235669803,81931.97357804891,63565.58648212336
82652.087007471,81953.00981057444,58283.47424921386
82704.98006044046,82033.13790090197,67932.14052577969
82721.63089644987,82087.28417000723,70442.63995450352
82831.47409788088,82033.4635183756,61219.67730315225
82901.01798685978,82132.90645824843,58369.041214020275
82901.01798685978,82250.14150446611,63851.17978171175
82908.502022348,82335.41697786516,61417.36971009904
82917.56346560562,82188.41389635712,58575.03855096373
82939.05388583452,82132.02828324451,67312.74268283113
83073.87751673856,82321.75588974009,67025.25301765962
83073.87751673856,82205.84706413676,63904.64339855504
83073.87751673856,82373.85405288465,61589.50858366976
83411.56349597787,82348.2358400226,58739.310706285585
83411.56349597787,82397.22444011093,67968.67150132048
83462.93208791772,82649.8680569565,67535.29184202923
83462.93208791772,82691.0245673119,64376.646323949906
83462.93208791772,82746.93387110688,67797.14637592075
83462.93208791772,82621.06910458564,67951.71573306719
83462.93208791772,82451.77865042796,67151.38924093053
83462.93208791772,82362.42442929628,63992.7437228512
83462.93208791772,82371.09819122702,68596.56585855452
83462.93208791772,82311.58752498316,61989.10715416647
83476.21821012146,82403.36233080956,63973.881310351375
83476.21821012146,82382.93751161547,66084.453744341
83476.21821012146,82330.14718856962,69533.96037367961
83476.21821012146,82069.02079069141,68977.41530022869
83476.21821012146,81503.66209872351,62002.393276370196
83476.21821012146,81214.94438788175,61366.15739788631
83476.21821012146,81149.82951818596,61366.15739788631
83476.21821012146,81033.82441773548,69069.34958190603
83476.21821012146,81102.43401106387,62552.18736662273
83476.21821012146,81011.69448755552,60752.39924148025
83476.21821012146,81101.09687392018,60752.39924148025
83476.21821012146,81092.5065192847,67535.6177951797
83476.21821012146,81146.18355456914,60752.39924148025
83476.21821012146,81208.3225911709,61366.15739788631
83476.21821012146,81040.7857718689,57570.46801935202
83476.21821012146,81136.26865566275,61366.15739788631
83476.21821012146,81184.49420685961,68102.03615979059
83476.21821012146,81107.82973013163,62702.9614056672
83483.70224560967,81092.15676943908,57570.46801935202
83483.70224560967,81181.4166290448,65718.31692019026
83483.70224560967,81118.78720349052,69643.40428465228
83483.70224560967,81179.76337381726,57570.46801935202
83483.70224560967,81096.86510018136,60759.88327696847
83483.70224560967,81088.02633253697,68600.50137858465
83483.70224560967,81099.52962332025,61373.64143337452
83483.70224560967,81121.07330860672,62559.67140211095
83483.70224560967,81119.59072811581,66540.49509507153
83483.70224560967,81111.4160413549,60759.88327696847
83483.70224560967,81191.05804510493,66867.33380441667
83483.70224560967,81153.9505520448,64151.531669337724
83483.70224560967,81120.50032138498,67543.1018306679
83483.70224560967,81014.94953787155,62559.67140211095
83665.38362924976,81079.15069031817,62559.67140211095
83665.38362924976,80954.29766142498,65718.31692019026
83665.38362924976,80743.81220385195,60759.88327696847
83665.38362924976,80108.60030876417,60024.80606528489
83665.38362924976,79380.15906916608,63419.63729641898
83665.38362924976,78903.27729325062,60024.80606528489
83665.38362924976,78970.3233193724,54830.353848765015
83665.38362924976,78922.73173624706,63976.29404001266
83665.38362924976,78772.745780175,64531.68326822289
83665.38362924976,78861.71566794827,59938.913536329914
83665.38362924976,79042.90042140026,64531.68326822289
83665.38362924976,78893.83931277308,65008.23649384185
83665.38362924976,78811.0992106564,60024.80606528489
83665.38362924976,78768.76363428347,63954.517221894755
83665.38362924976,78856.05239141511,59938.913536329914
83665.38362924976,78866.26623581063,66065.63604175858
83665.38362924976,78754.83574416763,62116.51608677468
83665.38362924976,78928.6555091417,54830.353848765015
83665.38362924976,78971.28252211833,63976.29404001266
83665.38362924976,78862.95006441973,58821.151596496595
83665.38362924976,78919.67530257911,67329.98047492755
83665.38362924976,78844.59944252623,60024.80606528489
83665.38362924976,78856.56401553213,54830.353848765015
83665.38362924976,78794.70274730657,62116.51608677468
83665.38362924976,78850.8343543355,66447.8436191139
83665.38362924976,78889.16217847113,54830.353848765015
83665.38362924976,78831.52664299264,58821.151596496595
83665.38362924976,78729.81232086653,62116.51608677468
83665.38362924976,78745.59694842089,61571.63482546848
83665.38362924976,78799.45536094754,63954.517221894755
83665.38362924976,79042.94367386417,54830.353848765015
83665.38362924976,78849.24262092334,59346.65953191616
83665.38362924976,78766.57538214358,54830.353848765015
83665.38362924976,78806.32991558274,57992.61872203182
83665.38362924976,78664.99378298089,63976.29404001266
83665.38362924976,78782.6365468138,59346.65953191616
83665.38362924976,78877.73241922224,64136.10816500797
83665.38362924976,78752.61345143938,54830.353848765015
83665.38362924976,78937.55669947037,54830.353848765015
83665.38362924976,78898.90385577784,58821.151596496595
83665.38362924976,78821.243295845,54830.353848765015
83665.38362924976,78856.26529408543,62116.51608677468
83665.38362924976,78895.99813952186,59938.913536329914
83665.38362924976,78851.28769368066,58821.151596496595
83665.38362924976,78926.6043012919,63976.29404001266
83665.38362924976,78915.96071072236,60024.80606528489
83804.1382068883,78961.24186034377,59938.913536329914
83804.1382068883,78934.51748935237,59938.913536329914
83804.1382068883,78990.44282525397,58821.151596496595
83804.1382068883,78975.68274786764,60163.56064292342
83804.1382068883,78981.8165663539,65704.77729375183
83804.1382068883,78877.48282110869,65146.991071480385
83804.1382068883,79030.8547080585,58959.90617413513
83804.1382068883,78862.18731619699,54969.10842640355
83804.1382068883,79162.9011989851,65825.3637043863
83804.1382068883,79212.26578332255,60077.66811396845
83804.1382068883,79174.58672440302,58959.90617413513
83804.1382068883,79036.1606462901,58959.90617413513
83804.1382068883,78849.34889951797,62255.27066441321
83804.1382068883,78865.64359527614,66204.39061939712
83804.1382068883,78971.81700560445,62330.313273137035
83804.1382068883,78932.23416960062,64093.271799533286
83804.1382068883,79006.56774541194,60077.66811396845
83804.1382068883,78995.90409930261,58959.90617413513
83955.76536296778,78944.60325288944,63322.206161002745
83955.76536296778,79098.50528550126,65833.80560443521
83955.76536296778,78941.86619504784,60229.29527004793
83955.76536296778,79082.62091087751,63204.48661154751
83955.76536296778,79177.08593945554,62406.89782049269
83955.76536296778,79249.09374215527,64822.06500194091
83955.76536296778,79216.48906228098,67438.66188058286
83955.76536296778,79289.7151191557,66738.22535283191
83955.76536296778,79165.79637315476,65856.40444983132
83955.76536296778,79096.02037101344,58283.000455749825
83955.76536296778,79044.75863663926,59111.53333021461
