Najlepsze,Srednie,Najgorsze
49330.964941438644,18759.74330005041,-26957.166848895242
49330.964941438644,26045.85199930546,-19745.56283845812
49331.392375825155,29138.804799564357,-19713.217103292598
49926.40444916471,33513.070673741546,-4970.238137873166
54388.458990979634,41335.10237760733,-1414.892143862031
55092.10840765408,48521.50964325376,32506.392637546887
55370.813255832836,49774.013331906244,22400.756761808472
57332.71938383262,51661.657084356484,26798.960705367484
58051.46450350509,51429.95766855509,40163.54189249872
60493.49682137305,52420.522940214694,34759.25978173376
61864.514065468466,55605.39440336335,34566.29474756903
64539.95324342825,57354.45218755329,44146.36135452846
64539.95324342825,58735.67867327755,42367.494432479485
64867.045242933345,60841.66693713076,36892.729660700934
66021.73293409828,61740.049590209266,37199.59448905468
66021.73293409828,62295.61616313614,37199.59448905468
66505.10267317803,63713.32002289668,46755.62241597676
67503.10408911026,65356.31113576838,50002.82758300506
67516.52119861609,65770.5287540369,56641.29077234071
67552.94154898406,66180.55426602329,55800.515786673626
68115.73701113109,66482.87379824667,56697.48002329588
68582.53232411628,66781.89442399656,56599.34280095632
68946.24893212173,66971.78737056082,53784.687165441406
69009.78610321773,66977.36262595639,54633.32280504867
69611.2232820171,67486.18125665635,53723.38148801593
69835.60241578368,67987.30363800118,58838.653012768664
69972.23251045385,68094.27755623308,51385.8401643724
70593.17328494052,68379.88641719223,48871.193008444876
70593.17328494052,68772.52153450574,61637.993983094064
70980.75794266578,68888.31033259479,58579.57710786725
71501.95290344153,69495.4465870414,55264.441181373775
72163.72224990305,70374.36480062419,63207.00563072884
72163.72224990305,70393.07342541097,53344.47575243442
72289.8636510729,70975.9264743288,50482.92070140014
73445.53458956952,71507.97566095278,52067.989760855955
73503.6595385274,71387.30723205688,54510.61580008085
73893.60418613936,71831.22287686348,51933.13985761856
74289.07659224197,72537.7814352042,60669.87557566511
74367.33689754244,73253.74095464397,53866.74829930496
74700.97375167701,72887.50945364172,50330.35989980874
74700.97375167701,73296.37373644259,54245.74781104206
75104.14383197986,73277.91083460356,62115.038235054446
75104.14383197986,73484.31319656046,55044.79246781281
75292.85426294105,73834.34145928665,62938.70539288029
76677.78065880435,73334.18758581449,58826.140654754476
76677.78065880435,73869.67775481034,57876.74705747482
77152.31911061563,74700.66365069256,53939.45268924988
77152.31911061563,75473.46139898566,60842.60965880337
77577.89357028539,75278.12620744047,56693.983958567725
77577.89357028539,75988.22725653519,59824.02803880045
77659.99376233647,76455.77867265332,60023.58431227401
77790.39698615276,75506.50194300679,57957.432559336085
77930.96160910181,75487.82513634098,61176.64541502118
78348.90668650731,76048.8022875107,62753.87518091165
78557.09966590694,76762.73161946093,58951.61188657356
78557.09966590694,77131.50541737671,64347.39096494798
79063.98344754009,77638.90250606243,59485.50155558533
79217.16903376378,77971.8344453161,63107.27526997742
79217.16903376378,77691.71043301909,66383.74758901942
79621.95445338415,78052.46934524317,66545.06111291025
79621.95445338415,77906.70832320134,62537.57457356574
79621.95445338415,77749.31041807485,50755.51529457222
79699.41258259551,76254.6063108411,58886.337121517674
79699.41258259551,76036.66244695679,60646.00601032093
79699.41258259551,76113.54854272744,62052.84597781456
79773.9720819399,76865.80589645043,56546.52077679752
80096.3717343109,78990.029533492,60894.614394280325
80096.3717343109,78402.33366300908,60700.33947323036
80264.5004855312,77396.52799286078,62241.91057535449
80729.9903239381,77912.05995820067,60348.07181779327
80729.9903239381,78836.0707458889,61760.257228877934
80729.9903239381,78888.90617344365,63243.4782586629
80791.34296511664,78575.02424834488,63271.729613956566
80791.34296511664,76156.09512462016,55373.362256523586
80791.34296511664,75822.28196311624,59694.72330426631
80791.34296511664,78995.98580560184,59694.72330426631
81133.4238169267,78845.4484983246,61769.28697280926
81133.4238169267,77544.07017608268,62762.89509344799
81133.4238169267,77310.95196723203,55689.47412978218
81133.4238169267,77148.93491174914,58150.57573970907
81133.4238169267,77475.05137576092,60328.196791022296
81298.9035195184,79722.25986890231,62551.213687323936
81365.40038490063,80286.65646364378,69214.84182163655
81511.43363335764,79885.79909235454,65268.43512987393
81511.43363335764,79131.69562362978,63776.861292827
81707.66300830648,78801.55345265042,62566.99522061376
81712.35643981476,79907.19850903426,70262.63154235351
81782.12362595311,80946.31400138595,68821.76578355666
81952.4989610149,81224.39996924369,62850.09023580974
81952.4989610149,80867.35698617286,64993.60483236707
81952.4989610149,80689.14979197898,66618.69667573039
81952.4989610149,80696.4966919307,68630.96505915903
81952.4989610149,80392.76949985078,62184.99938987229
81952.4989610149,78100.14689447955,65573.55125832274
81960.87310657598,78200.82300467994,60692.370549321786
82128.70135564926,80883.97565305335,66341.40224945892
82128.70135564926,81341.53210347406,72573.1659956986
82128.70135564926,80977.322537704,63080.37859199804
82145.73388406463,81327.45837229623,67248.98311565504
82145.73388406463,81514.89421409876,61125.858227273086
82148.24303993571,81521.37446555684,72786.85172883587
82148.24303993571,81326.67868791557,69852.75679059053
82196.30887607209,80761.39606617365,65710.27088118579
82196.30887607209,78752.69120322798,60991.79325023526
82196.30887607209,78680.65602239073,56854.710105633014
82209.49488859696,80781.59436893782,68117.17250912097
82209.49488859696,79591.7318719161,54940.469828097666
82209.49488859696,78954.23082257673,53784.76112567007
82320.44854711145,80020.42807970528,63380.22464279019
82517.81145751037,81593.93602605673,67680.48831252646
82517.81145751037,81749.09935036815,62483.362967523855
82687.26412013156,81644.37335721297,65980.43248932
82687.26412013156,81684.09807473757,69234.33520000798
82722.76017979252,81098.79248604711,67060.85303106693
82722.76017979252,79470.46639656615,64931.18548971761
82722.76017979252,80029.15286833976,63935.36411429736
82838.24003986738,82245.82418649667,69333.47265932508
