Najlepsze,Srednie,Najgorsze
96214.61755231443,68786.82343072063,31536.055536504005
97226.66458721345,77685.81722685546,40610.873650119145
97226.66458721345,83151.839112462,51992.23523481436
97795.38528438247,88388.16741628229,60592.459171351584
98621.29919839317,93341.54232011357,69619.56964627464
100145.56977371789,94059.0571617998,67420.22537572379
100580.93917580484,96977.93501285471,76800.77848846509
100580.93917580484,92592.00079887507,71061.35283984795
102715.29931223748,93213.02478940168,74070.07761629375
104875.86651845617,98980.8335989072,95166.58934049525
105776.38944308447,100001.98536308986,87714.93600723983
106576.93484171691,104438.10583296367,96624.17000851202
106576.93484171691,105790.87074649782,97360.70284838857
107648.25643615736,106147.72998832059,101883.25584367522
107892.08371087184,106793.60961859273,96313.0496070813
109517.03467984687,106611.49783495728,96940.04692620324
109517.03467984687,107517.09705749238,101876.91753603806
109517.03467984687,107362.84950717473,98521.2844666123
109517.03467984687,107096.93989072336,101275.44421601604
110148.29669118646,109493.29230823915,103529.50315484745
110148.29669118646,109491.39356498032,105216.65540443032
110993.08751915587,109658.74338200573,103628.21975460737
110993.08751915587,110071.7375124483,104537.16689398189
111511.89180318522,109941.28866690196,105296.06736583449
111511.89180318522,110015.02349234735,106489.89205044672
112185.5451835269,110593.52983113308,106403.0634767699
112821.97854472246,110898.26828545879,94153.54361531136
112821.97854472246,111435.87526691554,107873.31274438932
112821.97854472246,111870.24623543602,105588.77514846213
112851.72472808292,112801.59372203011,108570.7923017297
113059.08018699719,112791.43043918436,99631.16015739438
113059.08018699719,112676.07830275441,107019.28873482169
114873.04609042968,112209.98297413228,103671.50030367353
114873.04609042968,110978.15639250475,101289.13594611728
114873.04609042968,112066.69054232114,97325.44355313593
114873.04609042968,110609.25901724887,99242.3724365037
116844.23166284338,114223.7209089622,106772.97982546945
116844.23166284338,114732.88175171659,99068.74602724507
117253.30379006214,114469.9917365176,109900.70680255762
117253.30379006214,114833.07555053136,107916.85435310879
117253.30379006214,116173.10867374207,111746.53240185959
117253.30379006214,117207.0948702229,112072.77729818098
117620.2106157216,117227.35339930512,104399.62082597738
117620.2106157216,117107.79067550556,111468.84905687373
117836.99365466255,116558.63026909842,107782.7816231983
117836.99365466255,117427.60343176479,109097.170067637
118067.19791691031,116197.37081923557,111929.19153808012
119804.89109771616,117224.95649883627,111929.19153808012
119804.89109771616,117087.25214547962,107334.93313345035
119804.89109771616,116887.42597300654,110329.17491294153
121114.55757627568,119763.00256578765,109543.6401910254
121328.42836880189,119772.88378678626,108436.15020495652
121548.53990881162,119959.49641930948,114281.34696708262
122362.53680594977,121167.02332707016,114099.0396401864
122582.6483459595,120858.99499301506,115390.91492268196
122608.37804208684,121811.90300579481,116537.12471338944
122608.37804208684,122543.691197257,108832.64588160884
122885.45743047386,122578.15096375953,109870.16112366901
122885.45743047386,122348.2198335101,112414.68776036335
122934.87779043066,121778.38404956121,116258.30904701332
122967.49383008016,120803.28632654905,113782.94605645999
122967.49383008016,121833.58866470688,112250.95190120512
124906.72271015034,120950.62541307203,111181.98473709176
124906.72271015034,122008.1680246325,116407.56148366308
124906.72271015034,123247.58609138885,119448.17510108242
124906.72271015034,124833.00753630526,118462.98139834745
125138.52618550204,124871.17189552044,110775.44099956867
125138.52618550204,124724.9061985028,117902.52089069407
125138.52618550204,123826.05750876006,112553.36706230874
125214.71416133596,124084.81730248203,116283.77758526176
125214.71416133596,124910.52999882869,114386.20971256052
125214.71416133596,123259.05830396643,115633.98368108599
125214.71416133596,120808.50380642449,111036.87019338517
125214.71416133596,120303.88372358061,114984.19783088201
125214.71416133596,120261.76231952349,108272.90082757313
125214.71416133596,120483.54811073009,104010.92310197424
125214.71416133596,120454.33543877113,108333.11141243306
125214.71416133596,120439.15123016089,116629.61513474118
125214.71416133596,120289.5947464457,112215.99249966827
125214.71416133596,120266.51805159095,112692.77002998101
125214.71416133596,120564.79117351348,112217.38503807326
125214.71416133596,120243.2585217381,113762.87350086239
125214.71416133596,120444.65551202057,115417.47225391524
125214.71416133596,120298.7328530217,114466.84830263199
125214.71416133596,120453.54054751458,110193.3191877944
125214.71416133596,120207.56234961776,111963.85292550195
125214.71416133596,120439.825494901,114405.30323446533
125360.85054777304,120824.66016071671,99655.2661879771
125360.85054777304,120225.03969369094,110798.9746346685
125360.85054777304,119522.46640870666,108998.79062904578
125360.85054777304,117583.2289742092,106563.5338971029
125360.85054777304,119981.62142133262,110597.03523770871
125360.85054777304,120521.04538618257,112503.78654457694
125360.85054777304,120676.39246200724,102097.12265103779
125360.85054777304,120385.9274806297,115109.44011961047
125360.85054777304,120560.78317265128,117771.29357199285
125360.85054777304,120618.17462653686,109940.65882304945
125360.85054777304,120810.80989447137,115255.33010122733
125360.85054777304,120470.64980788786,109848.36279945444
125360.85054777304,120441.58523679005,113801.03484343307
