Najlepsze,Srednie,Najgorsze
37683.94037761047,18057.537628804825,-16414.851378998646
40099.968140167686,37624.62905532042,33650.96497900724
41058.812990830294,39797.149849517824,34542.270155063576
44736.10317703553,41027.92464709102,36313.342902169396
46383.604029164715,44429.57178937216,32240.5086921653
48941.233446181424,46301.45563915048,42194.09769382717
49684.86529918697,48804.45485407477,45185.21045552445
50907.9877452859,49388.138721835545,40632.758036816784
53878.56238539052,50662.634629736014,45552.48312240036
55968.89148281402,53658.91921856796,46260.87535489375
57003.974777719886,55704.10646665397,52083.2554437483
57238.04918097395,56751.08507801991,41255.085492488564
58767.99933796224,56975.665814003936,53035.695657992736
59061.76482922621,58598.18946626074,52690.308624906116
59344.69537837047,58688.10561122413,43312.87554399489
61408.71537967928,59153.43087089318,52897.006778788695
61582.21260060767,61123.97161686324,57045.58832330642
61843.37091373642,61055.32979311306,49039.65151668114
62612.23706034311,61464.65306139991,49344.58907203827
65130.83384123571,62470.484186370304,55860.566559255
65130.83384123571,64695.42308358137,58450.199285669834
65522.18412337215,64791.27135143971,58600.6630230919
66339.74182842646,65313.197525583535,60761.61401283658
66339.74182842646,62690.36951299667,57145.297981588905
66898.9695609835,61957.64457339648,44811.129707537984
66898.9695609835,62347.57676729473,43757.53834520765
67340.12822321808,62462.59837176999,56355.749011147476
67340.12822321808,62966.328462925114,55690.207153214
67340.12822321808,62856.27343518577,59034.7010884409
67340.12822321808,63099.499510608424,57105.08185021232
67340.12822321808,62452.867955640366,46923.440546196085
67423.29775917192,62963.94799561719,55045.22776393873
67423.29775917192,63606.72735103184,50845.386045440304
68000.81374451879,63288.38559040308,51275.71966045298
68000.81374451879,63402.80246721465,48313.090367501834
68047.34967044689,63609.722265102726,51764.43007796563
68343.38299852744,63853.65285788276,59303.18443972144
68377.96955704692,64717.10281066421,48415.505468342584
68377.96955704692,63621.402210142056,52440.58507738265
68377.96955704692,64107.06420086059,53141.5458838323
69921.9979408601,64061.15791676793,51399.45772302994
70233.16424214735,65821.8160432351,57990.82333815204
70640.16763311878,65609.07059787195,51305.011523056564
70763.6708633012,67087.18834507858,59168.787783431166
70763.6708633012,66294.53816286771,58314.67748102517
70763.6708633012,66132.92060332392,56418.64505930177
70763.6708633012,66761.1814824153,58073.5693403631
71598.09563300542,66619.3826846965,54770.04602563851
71598.09563300542,67201.12781299226,56845.62006313219
71598.09563300542,66313.30280724826,53451.534758853006
71598.09563300542,67509.26817569873,58598.8415541625
71598.09563300542,67447.96067085618,60306.61053731725
72223.89666172,67318.67516635107,62308.7156353606
72223.89666172,68150.08949737462,58762.30374181891
72223.89666172,68159.40348242132,61315.27694359987
72223.89666172,67629.27059467547,60881.1735248772
72223.89666172,67820.68952765568,63120.02144843422
72223.89666172,67612.17008753655,51164.29257007934
72223.89666172,68641.26399803968,61182.44297396668
72223.89666172,67620.29283319223,61588.304730668344
72223.89666172,67793.83865123572,62092.365744710514
72223.89666172,67806.33429979779,55545.79637391857
72223.89666172,67855.8625712542,52705.45222905613
72223.89666172,68083.12323548965,59668.71922997746
72224.05192375992,68208.64851624164,61867.756321623805
72224.05192375992,67445.95333678418,59668.33051496182
72368.11692508085,68189.53242184407,63308.52602365957
72368.11692508085,68577.08808158188,60091.77918553111
72368.11692508085,67761.6238736363,51801.33751096661
72407.20282393009,68042.60046979062,55839.50468608345
72517.52918130686,67979.47732911822,61758.72022518079
72671.7125694745,68130.20432377607,60431.860807826764
72707.1640592157,68381.70125173689,58741.13942557424
72707.1640592157,68457.40717567645,64727.1619485662
72943.27322166995,68248.75885447949,58659.66047815161
73099.68187725112,68712.97965601407,59972.34437190605
73124.10678724853,68523.1758198777,55817.172682504985
75044.59260104767,69050.18139700576,62881.992988918144
75320.9838288433,70711.1057706086,56578.59094172793
75910.92123793904,70383.74161053427,60813.74238424159
75910.92123793904,71201.77074364247,62172.53873365073
75910.92123793904,71210.32581575878,64311.65400339343
75910.92123793904,70502.51835960701,62746.7760187516
75910.92123793904,70392.62335448776,55940.75958964195
75966.57554532387,71080.35620762117,59962.710004270404
75966.57554532387,71318.93293920033,62232.64463965114
75966.57554532387,70961.08862083072,63966.60934179077
75966.57554532387,71095.73912264043,64539.624922974814
75966.57554532387,70628.09196357906,64017.71779449054
76276.28323764662,70153.386375687,62024.081452839055
76276.28323764662,71763.295310041,62295.127773578875
76276.28323764662,71379.06880298094,55174.52137212415
76345.14265644118,71146.34636503694,64560.118304685726
76446.51633471593,71570.27787317242,63006.80713615233
76446.51633471593,71792.41756416515,59395.166807897534
76446.51633471593,70910.36860744431,62871.037236260316
76446.51633471593,71329.29669416152,62841.17868625441
76446.51633471593,71836.8816641158,65990.21567295841
76446.51633471593,72279.27401220376,64288.95994815808
76446.51633471593,71884.52281056048,63269.941168085505
