Najlepsze,Srednie,Najgorsze
41502.528776748804,19172.827134962954,-15958.423134784316
44973.410341743926,29197.943188631987,5502.493039484805
45615.15576839181,35573.76302522389,10715.037944700423
46549.46925182685,40290.50189020702,21925.185909503998
48872.731332771924,40385.041409652,16258.761012004397
48943.923263739205,44940.945476085486,21557.65165806946
51026.77563570481,47871.724164258885,42693.48671728802
51810.909623389955,48617.65431809002,39868.46227199634
52861.02610719887,50120.76577587518,43813.75389889751
52861.02610719887,49881.12734521261,27100.255621707664
53878.693570182,51803.59180874704,46282.77962816657
54669.62985369485,52636.05688847932,48424.5498636578
57068.030095391245,53430.19992605743,38055.99853073868
58352.414740700544,54348.19345274524,43166.11501879853
58352.414740700544,56526.85274952388,41309.06859587834
60445.28178884006,58175.00443380079,51911.25102771064
61925.42644429415,58021.49431106102,44010.17776862673
61925.42644429415,59812.63513970821,56996.649336093695
62127.29067377419,60795.294386804875,56046.1959239732
62127.29067377419,61183.78688677507,55249.721881081554
63636.04751957766,61372.93852373262,53826.52616029071
64397.20219284487,61524.71280201181,48671.24024738958
64397.20219284487,61987.41842862129,52959.14441811358
64619.80299779559,62281.190547152335,56624.118170381946
64619.80299779559,62850.12604388629,52465.18269125731
64839.98913848734,63562.92059956269,57611.644030894546
65652.06662409595,63313.01958385695,57669.75543890397
66054.97890113777,64220.75592093274,56327.19488383375
66350.34482344781,64537.63931162355,56642.79746059458
66350.34482344781,65076.74956106587,61457.1489693877
66451.24799810005,65472.03269863326,55530.15934860925
67108.3729030945,66043.08030739187,61054.43672191322
67108.3729030945,66306.81128495252,61212.73176372057
67150.10484143796,66433.95634980797,60655.3893437758
67158.62627287708,66663.58586923908,50699.12935545284
67484.50038798223,66753.83853986824,62461.59050609549
68503.43611877078,66649.36873436351,51074.36693978337
68503.43611877078,66040.19821702711,54944.54091561503
68503.43611877078,65718.69885860085,60551.82872039078
68573.97252991745,66816.9491448993,56700.80985895887
68640.21006695293,67634.25955478346,54055.610385305015
69124.84972715918,66975.49965639532,58364.67557070167
69166.61154053242,67760.78010917101,58550.2827092296
69166.61154053242,68204.42246654739,52669.82082920565
69166.61154053242,67649.32822604489,52765.41149327943
69285.78091707804,67866.3593380823,59747.58505877951
69943.14625364047,68702.71321569788,58662.840616733694
70062.31563018609,68717.50814630395,60748.06539962388
70233.32291281958,69396.8122533338,65129.12027521647
70608.9360421588,69152.86799521945,46057.31640998727
70848.70243666103,69741.33342823856,62132.63535191823
71106.57190672997,70062.36640139148,62508.52318189413
71356.04821612242,70333.26038832519,64412.97843356983
71440.99210898907,70414.11678000508,54466.9446244556
71593.1597907198,69834.44899634876,54402.44715101554
71593.1597907198,70353.02935592024,62981.83580213574
71593.1597907198,70674.7871642792,58014.32234253766
71593.1597907198,70915.73535205926,53196.99586291588
71593.1597907198,70896.808801895,60884.17473570128
