Najlepsze,Srednie,Najgorsze
45549.19390755403,19976.908607499114,-3639.3698421167355
45549.19390755403,27388.119585770055,-4372.670723192437
47493.224595092615,35823.02369207832,3714.653453884064
47848.36696937618,39891.409643265855,22611.269353754687
48389.960889939066,44527.20349681434,22611.269353754687
48389.960889939066,47738.36804062234,46685.89626428114
50268.1766030123,48306.341422233265,47760.22232852346
50268.1766030123,48521.415686299835,48387.930534496845
50268.1766030123,49366.63306073719,48389.960889939066
50268.1766030123,50268.17660301234,50268.1766030123
50268.1766030123,50186.89802904749,44488.83203097817
50268.1766030123,50247.34780196655,49175.39848774011
50268.1766030123,50264.45347531766,49895.86383354502
50268.1766030123,50247.59618682338,49129.5544103156
50908.39877405364,50279.36499273364,50268.1766030123
50925.59208700226,50306.051372078706,49728.89787475937
50925.59208700226,50492.60533684189,47941.73997695989
50925.59208700226,50925.59208700238,50925.59208700226
50925.59208700226,50921.90978395581,50557.361782346416
50925.59208700226,50925.59208700238,50925.59208700226
50925.59208700226,50925.59208700238,50925.59208700226
52260.56524568847,50938.941818589235,50925.59208700226
53398.58886328278,51377.14676312561,50925.59208700226
54886.65652564687,53044.20603833644,48887.36984056124
54886.65652564687,53667.7465822277,49064.939848128946
54886.65652564687,54758.96145117555,53398.58886328278
54886.65652564687,54879.42819189267,54163.82315022077
54886.65652564687,54865.105942284026,52731.598189356235
54886.65652564687,54886.65652564693,54886.65652564687
54886.65652564687,54858.95503161844,52116.50712279746
54886.65652564687,54874.660912544045,53687.0952153582
54886.65652564687,54886.65652564693,54886.65652564687
54886.65652564687,54886.65652564693,54886.65652564687
54886.65652564687,54860.89560921723,52310.56488267678
55547.59271982306,54885.055915430916,54065.659309869916
56971.90167714365,54960.383872696,54886.65652564687
56971.90167714365,54564.11711725805,48494.558583426384
56971.90167714365,53580.308890959044,48938.299872298325
56971.90167714365,54019.955689796676,48938.299872298325
56971.90167714365,56934.14550690247,53196.284653016766
57558.39149383411,56977.76657531064,56971.90167714365
57558.39149383411,56186.66112803905,50346.11463101086
57558.39149383411,55347.989089428636,50346.11463101086
57558.39149383411,55244.11926174534,50346.11463101086
58696.518631459905,57570.42097199871,57558.39149383411
59673.628453846446,57715.69587292746,55179.41334704606
59673.628453846446,58738.24737317238,57558.39149383411
59673.628453846446,59648.71329630521,58696.518631459905
60323.01370871263,59666.693111213215,58330.70893566221
60323.01370871263,59729.60653274716,58777.58379526059
60323.01370871263,59971.56599531164,48530.748301526044
60843.76582389883,60298.453588232376,57346.249545508916
61659.47750795396,60362.41595246429,60323.01370871263
61659.47750795396,60684.91643430649,60323.01370871263
61659.47750795396,61421.040412051414,52346.572899163635
61659.47750795396,61659.47750795385,61659.47750795396
61659.47750795396,61621.62514357917,57940.19600706813
61659.47750795396,61629.76337681274,58688.06439384237
61899.89287710518,61661.88166164536,61659.47750795396
61899.89287710518,61661.79073961299,59486.64698235307
61899.89287710518,61792.553020012776,61503.76804136384
61899.89287710518,61899.89287710532,61899.89287710518
61899.89287710518,61893.175740936276,61228.1792602016
61899.89287710518,61899.89287710532,61899.89287710518
62369.771064399414,61903.06375096246,61747.10207552525
62369.771064399414,61845.4455039494,60874.23392157202
62369.771064399414,61743.69663973087,57093.02594615914
62369.771064399414,61663.80615678113,61317.021584911294
62369.771064399414,60865.55622078819,54227.24445817836
62369.771064399414,61746.44459439078,61317.021584911294
62369.771064399414,61524.39235163679,56710.9291802367
62369.771064399414,61597.1579205183,61317.021584911294
62369.771064399414,61660.639228698965,60989.204764981834
62369.771064399414,61587.218912327684,61317.021584911294
62369.771064399414,61630.14774936182,61317.021584911294
62369.771064399414,61443.059178005235,59742.12234862832
62369.771064399414,61624.3190364399,61317.021584911294
62369.771064399414,61645.0629528353,61317.021584911294
62504.91397029427,61633.37050372153,60639.01363123801
62504.91397029427,61569.50883388642,61317.021584911294
62504.91397029427,61477.299722336444,61317.021584911294
62504.91397029427,61548.821717445906,55101.71768809259
62504.91397029427,61701.16422445061,61317.021584911294
62369.771064399414,61748.44085198627,61317.021584911294
62872.68927067069,61939.49699953036,61317.021584911294
62872.68927067069,62292.71037635239,61317.021584911294
62872.68927067069,62856.68522395896,62276.34186751348
63295.530933836555,62872.38979425201,62419.89996564667
63295.530933836555,62898.059770460546,62872.68927067069
63295.530933836555,63101.023768780185,62872.68927067069
63295.530933836555,63283.80916331625,62601.53359791857
63295.530933836555,63279.77539873286,61719.977423473065
63295.530933836555,63295.5309338365,63295.530933836555
63305.803127170446,63290.01593747789,62733.759104642166
64400.21879709753,63179.42285099934,50477.31285351916
64400.21879709753,62539.459363874805,58088.17499623584
64400.21879709753,61647.794733499664,58088.17499623584
64400.21879709753,61221.115731188205,58088.17499623584
64400.21879709753,61976.325216163954,58088.17499623584
64400.21879709753,61442.55753739736,54077.23757196674
